cod_ibge,municipio,uf,regiao,populacao,idhm,pib_per_capita,gini,perc_votos_gov,taxa_comparecimento
1003669,Município 3669,PI,Nordeste,16596,0.517,8802,0.6,54.9,0.91
1000369,Município 369,MG,Sudeste,6385,0.72,39061,0.45,33.2,0.86
1002381,Município 2381,BA,Nordeste,1077,0.7,17618,0.36,58.0,0.8
1001152,Município 1152,SP,Sudeste,1939,0.695,6171,0.57,37.0,0.77
1002693,Município 2693,PR,Sul,4982,0.794,17780,0.5,51.1,0.77
1005434,Município 5434,AM,Norte,40206,0.609,22234,0.53,58.5,0.81
1004488,Município 4488,PA,Norte,3386,0.711,10219,0.43,48.6,0.74
1005475,Município 5475,RO,Norte,4008,0.658,19241,0.41,54.6,0.88
1005477,Município 5477,RO,Norte,19433,0.6,33515,0.5,47.1,0.73
1000192,Município 192,MG,Sudeste,2132,0.619,10370,0.38,58.5,0.77
1002128,Município 2128,BA,Nordeste,4352,0.605,18437,0.52,60.6,0.86
1000109,Município 109,MG,Sudeste,7163,0.769,21594,0.4,56.8,0.89
1001955,Município 1955,RS,Sul,73676,0.681,15763,0.52,48.5,0.9
1004999,Município 4999,AL,Nordeste,42702,0.712,38312,0.41,54.7,0.93
1004097,Município 4097,PE,Nordeste,20393,0.594,29075,0.5,67.5,0.86
1001361,Município 1361,SP,Sudeste,8116,0.781,8997,0.64,48.1,0.82
1003177,Município 3177,GO,Centro-Oeste,5186,0.727,25453,0.42,66.9,0.78
1004855,Município 4855,MT,Centro-Oeste,15853,0.675,32897,0.4,49.9,0.83
1005420,Município 5420,AM,Norte,12520,0.678,36435,0.54,53.0,0.66
1005218,Município 5218,SE,Nordeste,9229,0.701,38469,0.37,31.1,0.89
1003095,Município 3095,SC,Sul,24747,0.702,24034,0.51,43.6,0.75
1002526,Município 2526,PR,Sul,22615,0.723,12000,0.48,32.9,0.86
1003332,Município 3332,GO,Centro-Oeste,2108,0.652,42075,0.47,66.2,0.8
1000477,Município 477,MG,Sudeste,3622,0.704,16200,0.51,53.1,0.83
1004319,Município 4319,CE,Nordeste,4818,0.525,28251,0.56,61.9,0.78
1004820,Município 4820,RN,Nordeste,1966,0.66,46249,0.52,62.1,0.8
1003894,Município 3894,MA,Nordeste,1575,0.517,22176,0.41,64.2,0.72
1000313,Município 313,MG,Sudeste,6430,0.775,18328,0.45,52.4,0.9
1000509,Município 509,MG,Sudeste,17956,0.804,22888,0.41,30.2,0.78
1000167,Município 167,MG,Sudeste,122609,0.765,58285,0.52,37.6,0.85
1001974,Município 1974,RS,Sul,136668,0.737,37731,0.44,47.6,0.76
1003609,Município 3609,PI,Nordeste,42610,0.603,20302,0.5,52.9,0.77
1001868,Município 1868,RS,Sul,3902,0.722,30258,0.44,54.1,0.82
1001025,Município 1025,SP,Sudeste,22630,0.705,9200,0.5,44.1,0.8
1001222,Município 1222,SP,Sudeste,51511,0.749,142531,0.51,31.5,0.79
1003208,Município 3208,GO,Centro-Oeste,1351,0.741,14116,0.51,50.2,0.8
1001120,Município 1120,SP,Sudeste,1000,0.752,69859,0.52,50.8,0.82
1001963,Município 1963,RS,Sul,22263,0.763,10623,0.46,52.6,0.78
1005219,Município 5219,SE,Nordeste,36351,0.674,31605,0.55,61.9,0.73
1003410,Município 3410,PB,Nordeste,20385,0.707,11344,0.43,52.6,0.76
1003913,Município 3913,MA,Nordeste,1970,0.573,18874,0.57,55.7,0.86
1002535,Município 2535,PR,Sul,16761,0.772,129057,0.46,45.9,0.85
1003561,Município 3561,PB,Nordeste,1000,0.562,15790,0.51,59.1,0.9
1002370,Município 2370,BA,Nordeste,26953,0.572,27102,0.61,60.2,0.8
1005332,Município 5332,ES,Sudeste,12789,0.665,17166,0.42,48.2,0.83
1001567,Município 1567,RS,Sul,24141,0.697,33746,0.46,39.6,0.86
1001860,Município 1860,RS,Sul,2312,0.808,40653,0.56,37.8,0.81
1002888,Município 2888,SC,Sul,4833,0.838,20710,0.43,51.6,0.82
1003657,Município 3657,PI,Nordeste,2455,0.614,24597,0.58,62.0,0.8
1000153,Município 153,MG,Sudeste,14032,0.83,41284,0.46,39.7,0.84
1005415,Município 5415,AM,Norte,17799,0.548,10401,0.59,56.1,0.85
1003701,Município 3701,PI,Nordeste,6965,0.617,11298,0.48,62.7,0.83
1005225,Município 5225,SE,Nordeste,7308,0.594,17037,0.58,63.0,0.82
1002477,Município 2477,PR,Sul,7835,0.723,16298,0.46,36.3,0.82
1000726,Município 726,MG,Sudeste,1000,0.723,29496,0.52,41.2,0.72
1001721,Município 1721,RS,Sul,14084,0.772,28477,0.38,50.2,0.8
1001504,Município 1504,RS,Sul,7537,0.777,13851,0.51,43.3,0.92
1002229,Município 2229,BA,Nordeste,7594,0.589,20170,0.52,57.7,0.78
1003537,Município 3537,PB,Nordeste,74481,0.62,26875,0.55,50.9,0.83
1003188,Município 3188,GO,Centro-Oeste,1750,0.689,23505,0.45,43.3,0.74
1005368,Município 5368,ES,Sudeste,16825,0.699,32227,0.56,37.6,0.89
1004248,Município 4248,CE,Nordeste,6405,0.577,12951,0.67,62.9,0.89
1004922,Município 4922,MT,Centro-Oeste,35354,0.692,8559,0.49,52.9,0.79
1000032,Município 32,MG,Sudeste,19197,0.715,17424,0.53,36.6,0.73
1001226,Município 1226,SP,Sudeste,2747,0.729,51441,0.53,39.0,0.89
1000938,Município 938,SP,Sudeste,2654,0.753,29917,0.53,56.2,0.81
1003892,Município 3892,MA,Nordeste,3175,0.554,47808,0.45,55.5,0.81
1000753,Município 753,MG,Sudeste,4338,0.655,15725,0.52,43.5,0.77
1001667,Município 1667,RS,Sul,1000,0.681,14163,0.47,48.2,0.86
1000310,Município 310,MG,Sudeste,40167,0.673,24902,0.51,55.6,0.8
1003404,Município 3404,PB,Nordeste,1231,0.6,24123,0.44,51.0,0.84
1002119,Município 2119,BA,Nordeste,982411,0.655,18747,0.55,55.7,0.87
1004344,Município 4344,CE,Nordeste,14156,0.555,8732,0.57,52.3,0.81
1001938,Município 1938,RS,Sul,7839,0.662,13151,0.46,62.1,0.71
1002601,Município 2601,PR,Sul,13667,0.676,13499,0.48,61.5,0.91
1002269,Município 2269,BA,Nordeste,5222,0.505,7946,0.5,62.2,0.77
1000496,Município 496,MG,Sudeste,1000,0.715,39352,0.49,32.4,0.94
1001406,Município 1406,SP,Sudeste,3384,0.714,19122,0.49,38.3,0.86
1004905,Município 4905,MT,Centro-Oeste,3591,0.721,10398,0.55,43.8,0.94
1000206,Município 206,MG,Sudeste,4534,0.624,11723,0.61,44.9,0.97
1001435,Município 1435,SP,Sudeste,23355,0.8,5992,0.41,29.9,0.93
1001136,Município 1136,SP,Sudeste,18367,0.62,8015,0.52,39.1,0.69
1004337,Município 4337,CE,Nordeste,89940,0.706,33966,0.54,61.3,0.85
1000869,Município 869,SP,Sudeste,2353,0.724,20875,0.5,44.0,0.76
1000702,Município 702,MG,Sudeste,19765,0.52,13223,0.51,41.4,0.75
1002562,Município 2562,PR,Sul,125250,0.664,9158,0.59,42.8,0.75
1000306,Município 306,MG,Sudeste,26675,0.736,16449,0.5,50.5,0.84
1002463,Município 2463,PR,Sul,33722,0.669,42979,0.43,52.5,0.8
1001193,Município 1193,SP,Sudeste,2900,0.766,50824,0.42,39.0,0.7
1004395,Município 4395,PA,Norte,4789,0.595,22373,0.54,38.8,0.85
1002388,Município 2388,BA,Nordeste,116846,0.582,18929,0.36,37.2,0.81
1001535,Município 1535,RS,Sul,2060,0.611,21458,0.56,54.4,0.71
1001062,Município 1062,SP,Sudeste,7010,0.559,14273,0.52,40.7,0.79
1000844,Município 844,MG,Sudeste,8152,0.69,17718,0.41,41.6,0.88
1003476,Município 3476,PB,Nordeste,1513,0.58,14927,0.48,65.9,0.9
1004518,Município 4518,PA,Norte,5262,0.707,20604,0.44,53.0,0.76
1001539,Município 1539,RS,Sul,1000,0.731,24510,0.47,42.6,0.86
1000212,Município 212,MG,Sudeste,8469,0.657,39037,0.53,38.9,0.89
1001341,Município 1341,SP,Sudeste,7455,0.707,39711,0.53,32.0,0.88
1001109,Município 1109,SP,Sudeste,46570,0.734,15091,0.5,45.0,0.8
1004854,Município 4854,MT,Centro-Oeste,41492,0.748,25417,0.48,35.6,0.85
1000680,Município 680,MG,Sudeste,5301,0.728,18518,0.46,40.1,0.7
1002620,Município 2620,PR,Sul,35265,0.672,14197,0.54,50.8,0.77
1003616,Município 3616,PI,Nordeste,39142,0.668,32532,0.38,77.6,0.69
1000566,Município 566,MG,Sudeste,1088,0.664,67172,0.41,44.1,0.82
1003650,Município 3650,PI,Nordeste,1046,0.536,40653,0.52,53.3,0.79
1001533,Município 1533,RS,Sul,23512,0.754,61940,0.55,34.3,0.73
1004992,Município 4992,AL,Nordeste,6019,0.633,28182,0.48,65.8,0.72
1000681,Município 681,MG,Sudeste,24031,0.671,45807,0.48,57.9,0.71
1000181,Município 181,MG,Sudeste,6074,0.696,27575,0.51,41.3,0.94
1003277,Município 3277,GO,Centro-Oeste,4066,0.633,48104,0.55,31.3,0.81
1005339,Município 5339,ES,Sudeste,6269,0.668,33155,0.43,40.3,0.86
1002863,Município 2863,SC,Sul,1901,0.653,17288,0.35,38.5,0.92
1005177,Município 5177,SE,Nordeste,1000,0.528,7576,0.49,43.0,0.8
1000279,Município 279,MG,Sudeste,32108,0.758,19623,0.41,40.4,0.8
1003856,Município 3856,MA,Nordeste,214785,0.608,16000,0.52,43.2,0.88
1003393,Município 3393,PB,Nordeste,15141,0.711,33310,0.61,56.1,0.71
1001205,Município 1205,SP,Sudeste,9731,0.642,21674,0.54,44.7,0.82
1005309,Município 5309,MS,Centro-Oeste,38602,0.675,8518,0.54,37.6,0.82
1000433,Município 433,MG,Sudeste,9321,0.724,16114,0.49,49.9,0.69
1000290,Município 290,MG,Sudeste,30330,0.607,32457,0.62,37.6,0.76
1001028,Município 1028,SP,Sudeste,1716,0.613,36719,0.5,58.6,0.78
1000536,Município 536,MG,Sudeste,51890,0.638,30359,0.61,58.6,0.91
1001979,Município 1979,RS,Sul,15861,0.762,31971,0.41,55.6,0.81
1000994,Município 994,SP,Sudeste,5303,0.864,31333,0.35,33.1,0.95
1001188,Município 1188,SP,Sudeste,5069,0.717,23187,0.52,54.1,0.7
1000189,Município 189,MG,Sudeste,9047,0.743,63431,0.5,45.2,0.85
1002681,Município 2681,PR,Sul,7372,0.662,12551,0.57,47.8,0.88
1005413,Município 5413,AM,Norte,206759,0.635,13451,0.43,64.0,0.89
1002252,Município 2252,BA,Nordeste,34100,0.589,15350,0.49,50.5,0.92
1003793,Município 3793,PI,Nordeste,7517,0.653,6649,0.55,63.7,0.75
1000707,Município 707,MG,Sudeste,73800,0.696,7262,0.54,55.5,0.82
1001744,Município 1744,RS,Sul,5421,0.847,19644,0.39,29.9,0.76
1000271,Município 271,MG,Sudeste,11597,0.619,57842,0.57,53.1,0.78
1004114,Município 4114,PE,Nordeste,7460,0.615,23620,0.46,54.0,0.81
1004551,Município 4551,TO,Centro-Oeste,28714,0.79,7606,0.44,52.7,0.87
1002348,Município 2348,BA,Nordeste,16037,0.557,37841,0.45,55.6,0.79
1002411,Município 2411,BA,Nordeste,2020,0.635,57929,0.45,59.5,0.81
1002659,Município 2659,PR,Sul,2682,0.86,18218,0.51,41.8,0.82
1001832,Município 1832,RS,Sul,101859,0.717,21570,0.53,48.3,0.87
1005027,Município 5027,AL,Nordeste,54677,0.693,15100,0.54,51.7,0.81
1000112,Município 112,MG,Sudeste,6925,0.825,59942,0.32,19.4,0.89
1001171,Município 1171,SP,Sudeste,174240,0.606,36240,0.54,41.6,0.82
1001392,Município 1392,SP,Sudeste,5843,0.742,9732,0.44,47.4,0.9
1002418,Município 2418,PR,Sul,30192,0.78,28759,0.43,46.1,0.8
1000221,Município 221,MG,Sudeste,10714,0.757,25750,0.35,41.8,0.85
1003516,Município 3516,PB,Nordeste,1746,0.549,34756,0.57,51.9,0.91
1000628,Município 628,MG,Sudeste,3170,0.778,14390,0.54,43.6,0.82
1003271,Município 3271,GO,Centro-Oeste,106467,0.839,33930,0.47,50.5,0.87
1002808,Município 2808,PR,Sul,1207,0.738,20123,0.49,45.5,0.84
1000084,Município 84,MG,Sudeste,2904,0.623,8187,0.54,53.1,0.93
1002992,Município 2992,SC,Sul,14039,0.7,43830,0.51,38.2,0.84
1000791,Município 791,MG,Sudeste,20463,0.755,64608,0.45,42.4,0.84
1003612,Município 3612,PI,Nordeste,22568,0.584,23707,0.5,59.1,0.78
1000462,Município 462,MG,Sudeste,9442,0.752,21676,0.42,38.3,0.81
1004906,Município 4906,MT,Centro-Oeste,1000,0.826,10700,0.37,36.5,0.83
1000552,Município 552,MG,Sudeste,20843,0.745,11901,0.5,56.7,0.82
1005557,Município 5557,RR,Norte,37602,0.734,12034,0.52,35.6,0.91
1002232,Município 2232,BA,Nordeste,7663,0.717,28600,0.49,63.7,0.78
1002903,Município 2903,SC,Sul,1526,0.657,30214,0.51,40.4,0.79
1000199,Município 199,MG,Sudeste,21377,0.652,13998,0.52,45.8,0.74
1004162,Município 4162,PE,Nordeste,178134,0.646,14510,0.45,56.4,0.86
1003955,Município 3955,MA,Nordeste,63555,0.624,15217,0.52,53.0,0.83
1000403,Município 403,MG,Sudeste,2055,0.656,28180,0.52,53.0,0.84
1003780,Município 3780,PI,Nordeste,4174,0.645,10773,0.47,58.7,0.83
1003687,Município 3687,PI,Nordeste,1189,0.618,48084,0.55,59.2,0.76
1005307,Município 5307,MS,Centro-Oeste,3096,0.654,26419,0.46,56.1,0.73
1002504,Município 2504,PR,Sul,2475,0.715,50030,0.41,48.8,0.83
1002679,Município 2679,PR,Sul,1000,0.771,11550,0.5,34.4,0.74
1005304,Município 5304,MS,Centro-Oeste,9399,0.699,34077,0.43,40.1,0.88
1000651,Município 651,MG,Sudeste,4543,0.711,59537,0.46,56.8,0.76
1004462,Município 4462,PA,Norte,21959,0.664,28691,0.54,39.7,0.88
1000709,Município 709,MG,Sudeste,19735,0.716,25880,0.41,52.0,0.83
1004415,Município 4415,PA,Norte,14975,0.62,9312,0.54,30.7,0.79
1005028,Município 5028,AL,Nordeste,15772,0.675,47285,0.55,66.3,0.72
1004920,Município 4920,MT,Centro-Oeste,21600,0.613,10818,0.49,51.5,0.8
1002111,Município 2111,BA,Nordeste,5652,0.596,14408,0.48,52.1,0.8
1002274,Município 2274,BA,Nordeste,103689,0.608,7417,0.43,56.7,0.8
1001425,Município 1425,SP,Sudeste,10776,0.855,23212,0.42,40.5,0.89
1001217,Município 1217,SP,Sudeste,3119,0.646,13345,0.47,39.4,0.89
1002378,Município 2378,BA,Nordeste,18808,0.664,28702,0.55,60.3,0.8
1004519,Município 4519,PA,Norte,12818,0.575,15712,0.65,52.5,0.8
1000315,Município 315,MG,Sudeste,9537,0.74,18019,0.47,36.3,0.85
1002373,Município 2373,BA,Nordeste,1719,0.621,23273,0.49,63.1,0.86
1004568,Município 4568,TO,Centro-Oeste,7336,0.677,16422,0.44,46.8,0.81
1001428,Município 1428,SP,Sudeste,36287,0.735,49601,0.51,24.0,0.82
1001780,Município 1780,RS,Sul,1251,0.694,15893,0.54,52.7,0.83
1004987,Município 4987,AL,Nordeste,11765,0.652,17073,0.44,45.2,0.8
1000114,Município 114,MG,Sudeste,36678,0.809,20066,0.48,46.8,0.75
1000961,Município 961,SP,Sudeste,10313,0.756,26366,0.45,34.5,0.74
1004772,Município 4772,RN,Nordeste,1202,0.53,24326,0.48,67.6,0.83
1002793,Município 2793,PR,Sul,4170,0.687,41362,0.51,51.7,0.76
1001115,Município 1115,SP,Sudeste,10123,0.73,8186,0.43,38.9,0.76
1004103,Município 4103,PE,Nordeste,29060,0.664,19854,0.48,61.0,0.74
1005570,Município 5570,DF,Centro-Oeste,30840,0.764,24132,0.43,61.4,0.86
1003911,Município 3911,MA,Nordeste,2880,0.574,16404,0.47,69.0,0.9
1005130,Município 5130,RJ,Sudeste,9437,0.777,16572,0.4,51.7,0.68
1002245,Município 2245,BA,Nordeste,14255,0.692,31931,0.51,61.5,0.82
1004167,Município 4167,PE,Nordeste,6617,0.668,22972,0.5,62.5,0.82
1005047,Município 5047,AL,Nordeste,11752,0.56,14547,0.63,55.0,0.83
1001730,Município 1730,RS,Sul,12097,0.77,22935,0.46,49.7,0.87
1004208,Município 4208,CE,Nordeste,8445,0.668,11617,0.52,58.5,0.76
1004308,Município 4308,CE,Nordeste,100336,0.705,55242,0.51,62.7,0.75
1001635,Município 1635,RS,Sul,31307,0.638,5632,0.49,46.6,0.88
1002624,Município 2624,PR,Sul,10854,0.544,23414,0.55,36.5,0.83
1001757,Município 1757,RS,Sul,46003,0.648,8632,0.51,30.5,0.93
1002367,Município 2367,BA,Nordeste,12002,0.569,7346,0.54,60.8,0.81
1003746,Município 3746,PI,Nordeste,1000,0.593,13038,0.47,58.3,0.85
1001895,Município 1895,RS,Sul,7206,0.775,11845,0.54,38.2,0.92
1000327,Município 327,MG,Sudeste,1000,0.92,33208,0.44,46.7,0.83
1000605,Município 605,MG,Sudeste,141050,0.654,7989,0.46,38.2,0.87
1004663,Município 4663,TO,Centro-Oeste,6515,0.614,31545,0.46,68.5,0.76
1004047,Município 4047,PE,Nordeste,2992,0.597,17489,0.42,48.2,0.78
1003735,Município 3735,PI,Nordeste,82243,0.546,28671,0.52,56.5,0.78
1002255,Município 2255,BA,Nordeste,3587,0.649,58124,0.53,47.0,0.86
1003182,Município 3182,GO,Centro-Oeste,12047,0.73,9907,0.45,34.2,0.67
1004824,Município 4824,RN,Nordeste,37092,0.595,17195,0.4,60.8,0.73
1003221,Município 3221,GO,Centro-Oeste,49807,0.691,71988,0.43,65.5,0.79
1004624,Município 4624,TO,Centro-Oeste,32603,0.743,21949,0.46,33.9,0.83
1001289,Município 1289,SP,Sudeste,16675,0.732,18490,0.48,55.3,0.83
1002830,Município 2830,SC,Sul,1577,0.764,19093,0.48,51.1,0.82
1005144,Município 5144,RJ,Sudeste,57608,0.781,8608,0.53,41.2,0.82
1004305,Município 4305,CE,Nordeste,8241,0.517,9172,0.49,57.5,0.74
1004491,Município 4491,PA,Norte,19348,0.597,14280,0.66,61.9,0.83
1003469,Município 3469,PB,Nordeste,25016,0.749,4413,0.47,34.7,0.75
1000349,Município 349,MG,Sudeste,5247,0.822,40979,0.38,43.3,0.84
1002099,Município 2099,BA,Nordeste,1043,0.635,11846,0.68,49.1,0.9
1002299,Município 2299,BA,Nordeste,31121,0.579,29890,0.53,53.2,0.85
1002674,Município 2674,PR,Sul,3699,0.723,13603,0.46,44.7,0.88
1000790,Município 790,MG,Sudeste,14873,0.787,11597,0.5,35.2,0.82
1001627,Município 1627,RS,Sul,29230,0.695,9338,0.44,42.9,0.79
1002803,Município 2803,PR,Sul,22705,0.66,14206,0.59,39.5,0.79
1001871,Município 1871,RS,Sul,2718,0.711,37861,0.32,42.9,0.72
1003299,Município 3299,GO,Centro-Oeste,1000,0.705,41212,0.49,55.8,0.79
1000322,Município 322,MG,Sudeste,1000,0.7,10570,0.51,52.6,0.94
1000872,Município 872,SP,Sudeste,5429,0.749,72118,0.5,47.3,0.88
1000170,Município 170,MG,Sudeste,112459,0.734,19522,0.5,37.7,0.79
1004776,Município 4776,RN,Nordeste,4418,0.578,30109,0.63,40.7,0.75
1002516,Município 2516,PR,Sul,3165,0.69,26640,0.56,53.5,0.83
1001967,Município 1967,RS,Sul,1000,0.677,21104,0.49,58.2,0.73
1003898,Município 3898,MA,Nordeste,30763,0.495,8976,0.48,70.7,0.8
1004373,Município 4373,CE,Nordeste,5570,0.591,25542,0.48,70.8,0.75
1005068,Município 5068,AL,Nordeste,1539,0.515,18173,0.45,57.0,0.88
1000074,Município 74,MG,Sudeste,1000,0.716,6601,0.47,46.4,0.82
1000421,Município 421,MG,Sudeste,12648,0.92,59669,0.45,41.2,0.8
1004909,Município 4909,MT,Centro-Oeste,26522,0.746,38694,0.5,53.4,0.8
1004495,Município 4495,PA,Norte,5375,0.596,16885,0.54,66.2,0.75
1004355,Município 4355,CE,Nordeste,3982,0.487,4000,0.52,53.4,0.79
1000093,Município 93,MG,Sudeste,50761,0.738,17799,0.45,45.5,0.8
1005095,Município 5095,RJ,Sudeste,58339,0.706,31068,0.68,40.3,0.74
1001624,Município 1624,RS,Sul,36035,0.758,10335,0.48,35.8,0.75
1002474,Município 2474,PR,Sul,15376,0.786,60207,0.49,41.4,0.83
1004403,Município 4403,PA,Norte,12861,0.613,20121,0.44,62.0,0.84
1004839,Município 4839,MT,Centro-Oeste,1253,0.639,27674,0.53,59.7,0.88
1004272,Município 4272,CE,Nordeste,20567,0.63,43097,0.5,57.4,0.76
1002317,Município 2317,BA,Nordeste,51365,0.51,14661,0.53,61.7,0.76
1003170,Município 3170,GO,Centro-Oeste,1235,0.734,15123,0.54,50.5,0.75
1004539,Município 4539,TO,Centro-Oeste,1000,0.702,40663,0.52,52.6,0.84
1000495,Município 495,MG,Sudeste,54847,0.702,7444,0.5,46.5,0.79
1001376,Município 1376,SP,Sudeste,5579,0.646,21257,0.59,30.1,0.76
1003872,Município 3872,MA,Nordeste,1000,0.655,60272,0.45,49.4,0.7
1002703,Município 2703,PR,Sul,60323,0.863,13150,0.37,30.6,0.9
1001882,Município 1882,RS,Sul,4754,0.634,30118,0.56,39.1,0.94
1001165,Município 1165,SP,Sudeste,1709,0.681,20995,0.49,33.0,0.95
1003134,Município 3134,GO,Centro-Oeste,1000,0.794,12741,0.52,44.1,0.9
1001271,Município 1271,SP,Sudeste,3218,0.685,109824,0.54,37.7,0.78
1002310,Município 2310,BA,Nordeste,8007,0.618,20072,0.51,50.9,0.8
1002145,Município 2145,BA,Nordeste,7579,0.62,25342,0.44,61.4,0.83
1003366,Município 3366,PB,Nordeste,5744,0.599,50742,0.5,57.3,0.71
1003545,Município 3545,PB,Nordeste,3547,0.646,43434,0.56,71.3,0.87
1000619,Município 619,MG,Sudeste,17920,0.723,27394,0.35,31.7,0.74
1004775,Município 4775,RN,Nordeste,23087,0.63,20561,0.51,61.1,0.73
1004268,Município 4268,CE,Nordeste,21187,0.677,42417,0.6,53.4,0.87
1000125,Município 125,MG,Sudeste,20429,0.669,14394,0.41,46.0,0.77
1004567,Município 4567,TO,Centro-Oeste,2180,0.563,10876,0.58,42.6,0.82
1004457,Município 4457,PA,Norte,2734,0.731,38096,0.36,57.1,0.75
1002487,Município 2487,PR,Sul,39932,0.86,28007,0.3,39.3,0.76
1005518,Município 5518,AC,Norte,2792,0.613,19684,0.55,50.9,0.74
1003707,Município 3707,PI,Nordeste,11389,0.496,10003,0.55,60.1,0.75
1002313,Município 2313,BA,Nordeste,76330,0.585,4382,0.52,60.7,0.81
1004265,Município 4265,CE,Nordeste,6153,0.583,41693,0.54,72.6,0.87
1004842,Município 4842,MT,Centro-Oeste,41166,0.709,26063,0.45,53.9,0.66
1000870,Município 870,SP,Sudeste,16392,0.755,18127,0.4,44.7,0.79
1004145,Município 4145,PE,Nordeste,23063,0.508,17324,0.53,58.2,0.82
1001043,Município 1043,SP,Sudeste,397533,0.741,55235,0.39,39.6,0.69
1002025,Município 2025,BA,Nordeste,6041,0.649,16560,0.43,66.6,0.87
1003663,Município 3663,PI,Nordeste,32996,0.621,15193,0.48,71.8,0.8
1000357,Município 357,MG,Sudeste,11414,0.828,31519,0.45,30.6,0.73
1001163,Município 1163,SP,Sudeste,143890,0.801,32797,0.51,52.0,0.82
1005311,Município 5311,MS,Centro-Oeste,22908,0.608,12305,0.59,57.3,0.88
1003571,Município 3571,PB,Nordeste,14038,0.42,12324,0.57,70.1,0.89
1003875,Município 3875,MA,Nordeste,1668,0.591,22392,0.46,58.6,0.8
1002105,Município 2105,BA,Nordeste,1000,0.63,21924,0.42,57.5,0.8
1004610,Município 4610,TO,Centro-Oeste,2123,0.609,59096,0.37,47.7,0.73
1003817,Município 3817,MA,Nordeste,30976,0.539,20159,0.58,53.6,0.88
1005161,Município 5161,RJ,Sudeste,1380,0.677,24215,0.46,52.2,0.91
1002319,Município 2319,BA,Nordeste,3841,0.693,57745,0.37,50.0,0.91
1000580,Município 580,MG,Sudeste,3627,0.63,38393,0.59,53.3,0.69
1004303,Município 4303,CE,Nordeste,28121,0.59,19063,0.48,51.1,0.92
1004320,Município 4320,CE,Nordeste,4444,0.66,8484,0.49,57.8,0.82
1002223,Município 2223,BA,Nordeste,19621,0.767,22523,0.43,63.1,0.9
1005317,Município 5317,MS,Centro-Oeste,28554,0.683,9473,0.45,41.5,0.91
1001692,Município 1692,RS,Sul,1925,0.719,23436,0.43,29.4,0.8
1005376,Município 5376,ES,Sudeste,16935,0.653,44915,0.47,41.1,0.82
1003495,Município 3495,PB,Nordeste,35800,0.639,33527,0.56,57.4,0.83
1003521,Município 3521,PB,Nordeste,46849,0.511,27345,0.62,57.6,0.77
1000333,Município 333,MG,Sudeste,52285,0.77,25024,0.41,44.8,0.88
1003791,Município 3791,PI,Nordeste,5781,0.609,13344,0.51,66.2,0.78
1002893,Município 2893,SC,Sul,17868,0.715,6022,0.44,58.3,0.73
1001745,Município 1745,RS,Sul,6801,0.68,44257,0.55,37.7,0.89
1003382,Município 3382,PB,Nordeste,23505,0.464,7776,0.58,55.8,0.75
1003790,Município 3790,PI,Nordeste,7591,0.581,17554,0.44,54.6,0.9
1001259,Município 1259,SP,Sudeste,27887,0.838,11663,0.37,43.0,0.94
1004318,Município 4318,CE,Nordeste,4001,0.441,25347,0.53,55.8,0.73
1001452,Município 1452,SP,Sudeste,13183,0.749,22797,0.44,53.8,0.77
1003115,Município 3115,GO,Centro-Oeste,10104,0.765,20107,0.46,45.6,0.82
1001117,Município 1117,SP,Sudeste,39969,0.799,55058,0.45,32.2,0.77
1001542,Município 1542,RS,Sul,16929,0.661,12602,0.6,55.4,0.72
1002389,Município 2389,BA,Nordeste,64055,0.55,7559,0.47,63.1,0.81
1004251,Município 4251,CE,Nordeste,11925,0.722,25899,0.38,61.2,0.88
1003546,Município 3546,PB,Nordeste,31773,0.576,15124,0.53,61.0,0.79
1003107,Município 3107,GO,Centro-Oeste,18395,0.703,34479,0.54,48.0,0.94
1003044,Município 3044,SC,Sul,37096,0.795,90031,0.45,43.2,0.81
1004039,Município 4039,PE,Nordeste,11140,0.514,17068,0.51,54.5,0.88
1003097,Município 3097,SC,Sul,7601,0.63,26527,0.55,56.4,0.81
1002371,Município 2371,BA,Nordeste,30275,0.665,10404,0.6,65.0,0.85
1000446,Município 446,MG,Sudeste,3731,0.761,13634,0.35,44.3,0.79
1002777,Município 2777,PR,Sul,4222,0.758,10268,0.45,30.2,0.88
1003215,Município 3215,GO,Centro-Oeste,6256,0.724,38161,0.51,47.1,0.87
1002751,Município 2751,PR,Sul,2789,0.795,36782,0.53,35.8,0.76
1001414,Município 1414,SP,Sudeste,219709,0.626,60060,0.43,43.0,0.82
